id,propertyID,uRL,description,location,type,details,url2,price,priceHistory,endAuction,statusAuction,zip,county,location_prime,price_num,text,auction_status,Longitude,Latitude,Coordonnees,Fresh_flag,last_pull
638,194980,https://www.biddit.be/fr/catalog/detail/194980,Prachtige instapklare gezinswoning met alle modern comfort,3018 Wijgmaal,Maison,"Informations descriptives
Surface terrain
841 m²
État du bâtiment
Excellent
Environnement
Rural
Type de chauffage
Pompe à chaleur
Chauffage central
Nombre de façades
2
Nombre d'unités d'habitation (selon l'urbanisme)
1
Nombre de salles de bain
2
Nombre de salles de douche
1
Nombre de toilettes
2
Nombre d'étages
3
Living
Salle à manger
Bureau
Cave
Cuisine équipée
Informations supplémentaires
Grenier isolé
Grenier accessible par escalier fixe
Raccordement à l'égoût
Télédistribution
Informations sur le jardin et terrain
Terrasse
Jardin
Informations sur les commodités et facilités
Écoles
Trains
Commerces
Accès autoroute
Informations énergétiques
Code unique du certificat PEB
202009220002318458RES1
PEB
Panneaux solaires
Double vitrage
Attestation de conformité de l'installation électrique
Oui, non conforme
Citerne à mazout, gaz ou autre
Informations financières
Libre le
15/06/2021
Revenu cadastral
€ 803
Immeuble de rapport
Informations urbanistiques
La destination urbanistique la plus récente de ce bien avec les dénominations utilisées dans le registre des plans.
zone voor gemengd open ruimtegebied - zone voor woonfragment 1
Type de zone inondable
Pas d’application
(procédure en cours) relative aux mesures de réparation aménagement du territoire
Permis d'urbanisme
Permis d'urbanisation ou permis de lotir
Droit de préemption RUP
Données relatives à la protection du patrimoine
L'immeuble est-il protégé ou repris dans un inventaire établi? (info: www.onroerenderfgoed.be)
Non",NA,€ 245.000,NA,se termine le 04/05/2021 à 14:00 heure(s),"Commence le
26/04/2021 à 14:00
se termine le 04/05/2021 à 14:00 heure(s)",3018,30,0,245000,"<b>€ 245.000 euros</b><br/>
 <a href='https://www.biddit.be/fr/catalog/detail/194980'>Maison</a><br/>
Prachtige instapklare gezinswoning met alle modern comfort",Not started,4.7001214,50.926428,"50.926428,4.7001214",New_property,02 04 2021
639,195082,https://www.biddit.be/fr/catalog/detail/195082,Lot 1 : goed gelegen ééngezinswoning,2310 Rijkevorsel,Maison,"Informations descriptives
Année de construction
1972
Surface terrain
906 m²
Surface habitable
184 m²
Nombre de façades
3
Nombre de salles de bain
1
Nombre de toilettes
2
Living
Salle à manger
Cave
Informations supplémentaires
Grenier
Parking(s) à l'intérieur
1
Informations sur le jardin et terrain
Jardin
Orientation jardin
S
Informations énergétiques
Code unique du certificat PEB
20200223-0002251952-RES-1
Informations financières
Libre à partir du
À l'acte
Revenu cadastral
€ 964
Immeuble de rapport
Informations urbanistiques
La destination urbanistique la plus récente de ce bien avec les dénominations utilisées dans le registre des plans.
Woongebied
Type de zone inondable
Pas d’application
Permis d'urbanisme",NA,€ 140.000,NA,se termine le 04/05/2021 à 14:00 heure(s),"Commence le
26/04/2021 à 14:00
se termine le 04/05/2021 à 14:00 heure(s)",2310,23,0,140000,"<b>€ 140.000 euros</b><br/>
 <a href='https://www.biddit.be/fr/catalog/detail/195082'>Maison</a><br/>
Lot 1 : goed gelegen ééngezinswoning",Not started,4.760708,51.3495046,"51.3495046,4.760708",New_property,02 04 2021
641,195139,https://www.biddit.be/fr/catalog/detail/195139,Halfopen woning,2860 Sint-Katelijne-Waver,Maison,"Informations descriptives
Année de construction
1957
Surface terrain
360 m²
Surface habitable
128 m²
Nombre de façades
3
Nombre de salles de bain
1
Nombre de salles de douche
1
Living
Informations supplémentaires
Veranda
Buanderie
Informations sur le jardin et terrain
Jardin
Informations énergétiques
Code unique du certificat PEB
20210215-0002373724-RES-1
Informations financières
Libre à partir du
À l'acte
Revenu cadastral
€ 728
Immeuble de rapport
Informations urbanistiques
La destination urbanistique la plus récente de ce bien avec les dénominations utilisées dans le registre des plans.
Woongebied
Type de zone inondable
Pas d’application
Permis d'urbanisme",NA,€ 190.000,NA,se termine le 04/05/2021 à 14:00 heure(s),"Commence le
26/04/2021 à 14:00
se termine le 04/05/2021 à 14:00 heure(s)",2860,28,0,190000,"<b>€ 190.000 euros</b><br/>
 <a href='https://www.biddit.be/fr/catalog/detail/195139'>Maison</a><br/>
Halfopen woning",Not started,4.5114278140147,51.06232435,"51.06232435,4.51142781401",New_property,02 04 2021
642,195199,https://www.biddit.be/fr/catalog/detail/195199,Op te frissen woning met tuin,1830 Machelen,Maison,"Informations descriptives
Année de construction
1985
Surface terrain
349 m²
État du bâtiment
À rafraichir
Nombre de façades
3
Nombre de salles de bain
1
Nombre de toilettes
1
Living
Informations sur le jardin et terrain
Jardin
Informations énergétiques
Code unique du certificat PEB
20191212-0002227795-RES-1
PEB
Informations financières
Libre à partir du
À l'acte
Revenu cadastral
€ 989
Immeuble de rapport
Informations urbanistiques
La destination urbanistique la plus récente de ce bien avec les dénominations utilisées dans le registre des plans.
Woongebied
Type de zone inondable
Pas d’application
Permis d'urbanisme
Permis d'urbanisation ou permis de lotir
Droit de préemption RUP",NA,€ 126.000,NA,se termine le 04/05/2021 à 14:00 heure(s),"Commence le
26/04/2021 à 14:00
se termine le 04/05/2021 à 14:00 heure(s)",1830,18,0,126000,"<b>€ 126.000 euros</b><br/>
 <a href='https://www.biddit.be/fr/catalog/detail/195199'>Maison</a><br/>
Op te frissen woning met tuin",Not started,4.4353614,50.9124219,"50.9124219,4.4353614",New_property,02 04 2021
644,195417,https://www.biddit.be/fr/catalog/detail/195417,Woonhuis,2270 Herenthout,Maison,"Informations descriptives
Année de construction
1968
Surface terrain
191 m²
Nombre de façades
2
Nombre de salles de bain
1
Informations sur le jardin et terrain
Jardin
Informations financières
Libre à partir du
À l'acte
Revenu cadastral
€ 413
Immeuble de rapport
Informations urbanistiques
La destination urbanistique la plus récente de ce bien avec les dénominations utilisées dans le registre des plans.
Woongebied
Type de zone inondable
Pas d’application",NA,€ 110.000,NA,se termine le 04/05/2021 à 14:00 heure(s),"Commence le
26/04/2021 à 14:00
se termine le 04/05/2021 à 14:00 heure(s)",2270,22,0,110000,"<b>€ 110.000 euros</b><br/>
 <a href='https://www.biddit.be/fr/catalog/detail/195417'>Maison</a><br/>
Woonhuis",Not started,4.7543972,51.1392427,"51.1392427,4.7543972",New_property,02 04 2021
645,195553,https://www.biddit.be/fr/catalog/detail/195553,Maison villageoise 4 façades avec garage et jardin,5380 Pontillas,Maison,"Informations descriptives
État du bâtiment
À rénover
Type de chauffage
Mazout
Chauffage central
Nombre de façades
4
Informations énergétiques
Code unique du certificat PEB
20190122001661
Consommation spécifique d'énergie primaire en KWh/m²/an
538
Consommation théorique totale d'énergie primaire en KWH/an (valeur)
71183
PEB
Informations financières
Libre à partir du
À l'acte
Revenu cadastral
€ 270
Informations urbanistiques
Destination urbanistique la plus récente
zone d’habitat à caractère rural
Permis d'urbanisme
Permis d'urbanisme de constructions groupées
Permis d'urbanisation ou permis de lotir
Données relatives à la protection du patrimoine
Inscription à la liste de sauvegarde ou de classement du patrimoine immobilier ?
Non",NA,€ 75.000,NA,se termine le 04/05/2021 à 14:00 heure(s),"Commence le
26/04/2021 à 14:00
se termine le 04/05/2021 à 14:00 heure(s)",5380,53,1,75000,"<b>€ 75.000 euros</b><br/>
 <a href='https://www.biddit.be/fr/catalog/detail/195553'>Maison</a><br/>
Maison villageoise 4 façades avec garage et jardin",Not started,5.0360917,50.5580545,"50.5580545,5.0360917",New_property,02 04 2021
647,195596,https://www.biddit.be/fr/catalog/detail/195596,Woning met zwembad,2580 Putte,Maison,"Informations descriptives
Année de construction
1967
Surface terrain
1101 m²
Nombre de façades
3
Nombre de salles de bain
1
Nombre de salles de douche
1
Nombre de toilettes
1
Piscine
Living
Salle à manger
Bureau
Cuisine équipée
Informations supplémentaires
Parking(s) à l'intérieur
1
Informations sur le jardin et terrain
Jardin
Informations énergétiques
Panneaux solaires
Informations financières
Libre à partir du
À l'acte
Revenu cadastral
€ 1.105
Informations urbanistiques
La destination urbanistique la plus récente de ce bien avec les dénominations utilisées dans le registre des plans.
Woongebied
Type de zone inondable
Pas d’application
Permis d'urbanisme
Permis d'urbanisation ou permis de lotir
Droit de préemption RUP",NA,€ 295.000,NA,se termine le 04/05/2021 à 14:00 heure(s),"Commence le
26/04/2021 à 14:00
se termine le 04/05/2021 à 14:00 heure(s)",2580,25,0,295000,"<b>€ 295.000 euros</b><br/>
 <a href='https://www.biddit.be/fr/catalog/detail/195596'>Maison</a><br/>
Woning met zwembad",Not started,4.6630807412987,51.06299735,"51.06299735,4.6630807413",New_property,02 04 2021
649,188660,https://www.biddit.be/fr/catalog/detail/188660,Charmante maison,1070 Anderlecht,Maison,"Informations descriptives
Surface terrain
70 m²
Nombre de salles de bain
1
Cave
Cuisine équipée
Informations sur le jardin et terrain
Cour
Informations énergétiques
Consommation spécifique d'énergie primaire en KWh/m²/an
534
Attestation de conformité de l'installation électrique
Oui, non conforme
Informations financières
Libre à partir du
À l'acte
Revenu cadastral
€ 381
Informations urbanistiques
Destination urbanistique licite la plus récente
Zones mixtes
La destination urbanistique la plus récente de ce bien avec les dénominations utilisées dans le registre des plans.
logement",NA,€ 200.000,NA,se termine le 04/05/2021 à 14:00 heure(s),"Commence le
26/04/2021 à 14:00
se termine le 04/05/2021 à 14:00 heure(s)",1070,10,0,200000,"<b>€ 200.000 euros</b><br/>
 <a href='https://www.biddit.be/fr/catalog/detail/188660'>Maison</a><br/>
Charmante maison",Not started,4.3123401,50.8381411,"50.8381411,4.3123401",New_property,02 04 2021
651,195648,https://www.biddit.be/fr/catalog/detail/195648,Te renoveren rijwoning,9700 Leupegem,Maison,"Informations descriptives
Surface terrain
128 m²
État du bâtiment
À rénover
Environnement
Résidentiel
Type de chauffage
Gaz
Nombre de façades
2
Living
Salle à manger
Cave
Informations supplémentaires
Grenier
Parking(s) à l'intérieur
1
Informations sur le jardin et terrain
Jardin
Informations énergétiques
Code unique du certificat PEB
20191219-0002229285-RES-1
Informations financières
Libre à partir du
À l'acte
Revenu cadastral
€ 250
Informations urbanistiques
La destination urbanistique la plus récente de ce bien avec les dénominations utilisées dans le registre des plans.
woongebieden
Type de zone inondable
Pas d’application
(procédure en cours) relative aux mesures de réparation aménagement du territoire
Permis d'urbanisme
Permis d'urbanisation ou permis de lotir
Droit de préemption RUP
Données relatives à la protection du patrimoine
L'immeuble est-il protégé ou repris dans un inventaire établi? (info: www.onroerenderfgoed.be)
Non",NA,€ 89.000,NA,se termine le 04/05/2021 à 14:00 heure(s),"Commence le
26/04/2021 à 14:00
se termine le 04/05/2021 à 14:00 heure(s)",9700,97,0,89000,"<b>€ 89.000 euros</b><br/>
 <a href='https://www.biddit.be/fr/catalog/detail/195648'>Maison</a><br/>
Te renoveren rijwoning",Not started,3.6322868,50.8678376,"50.8678376,3.6322868",New_property,02 04 2021
652,195673,https://www.biddit.be/fr/catalog/detail/195673,Woning in klein woonerf,9000 Gent,Maison,"Informations descriptives
Année de construction
2009
Surface terrain
95 m²
Nombre de façades
3
Nombre de salles de bain
1
Nombre de toilettes
2
Living
Cuisine équipée
Informations sur le jardin et terrain
Terrasse
Informations énergétiques
Code unique du certificat PEB
44021-G-2008_111016/EP05127/A001/D01/SD001
Informations financières
Libre à partir du
À l'acte
Revenu cadastral à définir
Immeuble de rapport
Informations urbanistiques
La destination urbanistique la plus récente de ce bien avec les dénominations utilisées dans le registre des plans.
Woongebied met een culturele, historische en/of esthetische waarde
Type de zone inondable
Pas d’application",NA,€ 280.000,NA,se termine le 04/05/2021 à 14:00 heure(s),"Commence le
26/04/2021 à 14:00
se termine le 04/05/2021 à 14:00 heure(s)",9000,90,0,280000,"<b>€ 280.000 euros</b><br/>
 <a href='https://www.biddit.be/fr/catalog/detail/195673'>Maison</a><br/>
Woning in klein woonerf",Not started,3.7141549000597,51.0397129,"51.0397129,3.71415490006",New_property,02 04 2021
653,192587,https://www.biddit.be/fr/catalog/detail/192587,Maison d’habitation,1731 Asse,Maison,"Informations descriptives
Surface terrain
763 m²
Nombre de salles de bain
1
Living
Cuisine équipée
Informations supplémentaires
Veranda
Parking(s) à l'intérieur
1
Parking(s) à l'éxtérieur
2
Informations sur le jardin et terrain
Jardin
Informations énergétiques
Code unique du certificat PEB
20210218-0002375534-RES-1
PEB
Attestation de conformité de l'installation électrique
Oui, conforme
Informations financières
Libre à partir du
À l'acte
Revenu cadastral
€ 1.284
Informations urbanistiques
La destination urbanistique la plus récente de ce bien avec les dénominations utilisées dans le registre des plans.
Zone de deploiement du logement",NA,€ 252.000,NA,se termine le 04/05/2021 à 14:00 heure(s),"Commence le
26/04/2021 à 14:00
se termine le 04/05/2021 à 14:00 heure(s)",1731,17,0,252000,"<b>€ 252.000 euros</b><br/>
 <a href='https://www.biddit.be/fr/catalog/detail/192587'>Maison</a><br/>
Maison d’habitation",Not started,4.2744185,50.8842475,"50.8842475,4.2744185",New_property,02 04 2021
655,195725,https://www.biddit.be/fr/catalog/detail/195725,Prachtige woning met tuin,8700 Tielt,Maison,"Informations descriptives
Année de construction
1950
Surface terrain
850 m²
État du bâtiment
À rafraichir
Nombre de façades
3
Informations sur les commodités et facilités
Écoles
Commerces
Informations énergétiques
Code unique du certificat PEB
20201107-0002337121-RES-1
Informations financières
Libre à partir du
À définir
Revenu cadastral
€ 894
Immeuble de rapport
Informations urbanistiques
La destination urbanistique la plus récente de ce bien avec les dénominations utilisées dans le registre des plans.
Woongebied
Type de zone inondable
Pas d’application
Permis d'urbanisme",NA,€ 260.000,NA,se termine le 04/05/2021 à 14:00 heure(s),"Commence le
26/04/2021 à 14:00
se termine le 04/05/2021 à 14:00 heure(s)",8700,87,0,260000,"<b>€ 260.000 euros</b><br/>
 <a href='https://www.biddit.be/fr/catalog/detail/195725'>Maison</a><br/>
Prachtige woning met tuin",Not started,3.3283107336881,51.03700665,"51.03700665,3.32831073369",New_property,02 04 2021
659,194834,https://www.biddit.be/fr/catalog/detail/194834,Villa de plain-pied,7000 Mons,Maison,"Informations descriptives
Année de construction
1976
Surface terrain
949 m²
Type de chauffage
Mazout
Nombre de façades
4
Nombre de salles de bain
1
Living
Informations sur le jardin et terrain
Jardin
Informations énergétiques
Code unique du certificat PEB
20210209002820
Consommation spécifique d'énergie primaire en KWh/m²/an
490
Consommation théorique totale d'énergie primaire en KWH/an (valeur)
55556
PEB
Double vitrage
Attestation de conformité de l'installation électrique
Oui, non conforme
Informations financières
Libre à partir du
À l'acte
Revenu cadastral
€ 723
Informations urbanistiques
Destination urbanistique la plus récente
zone d'habitat",NA,€ 140.000,NA,se termine le 04/05/2021 à 15:00 heure(s),"Commence le
26/04/2021 à 15:00
se termine le 04/05/2021 à 15:00 heure(s)",7000,70,0,140000,"<b>€ 140.000 euros</b><br/>
 <a href='https://www.biddit.be/fr/catalog/detail/194834'>Maison</a><br/>
Villa de plain-pied",Not started,3.951958,50.4549568,"50.4549568,3.951958",New_property,02 04 2021
660,194026,https://www.biddit.be/fr/catalog/detail/194026,Châlet situé à bomal-sur-ourthe,6941 Durbuy,Chalet,"Informations descriptives
Surface terrain
1555 m²
État du bâtiment
Bon
Chauffage central
Nombre de salles de bain
2
Nombre de toilettes
2
Living
Salle à manger
Cuisine équipée
Informations supplémentaires
Buanderie
Parking(s) à l'intérieur
1
Informations sur le jardin et terrain
Terrasse
Jardin
Informations énergétiques
Code unique du certificat PEB
UC 2021012/8011391
Consommation spécifique d'énergie primaire en KWh/m²/an
230
Consommation théorique totale d'énergie primaire en KWH/an (valeur)
46432
PEB
Double vitrage
Informations financières
Libre à partir du
À définir
Revenu cadastral
€ 1.350
Informations urbanistiques
Destination urbanistique la plus récente
zone d'habitat
Infraction urbanistique ?
Permis d'urbanisme
N° du permis d’urbanisme
2007/0071
Date du permis d’urbanisme
04/04/2007
Permis d'urbanisme de constructions groupées
Permis d'urbanisation ou permis de lotir
N° du permis d'urbanisation ou permis de lotir
2006/0155
Date du permis d'urbanisation ou permis de lotir
24/10/2007
Droit de préemption
Vente soumise à autorisation
Site Natura 2000 pressenti ou désigné
Données relatives à la protection du patrimoine
Inscription à la liste de sauvegarde ou de classement du patrimoine immobilier ?
Non",NA,€ 460.000,NA,se termine le 04/05/2021 à 15:00 heure(s),"Commence le
26/04/2021 à 15:00
se termine le 04/05/2021 à 15:00 heure(s)",6941,69,0,460000,"<b>€ 460.000 euros</b><br/>
 <a href='https://www.biddit.be/fr/catalog/detail/194026'>Chalet</a><br/>
Châlet situé à bomal-sur-ourthe",Not started,5.5223752,50.3760087,"50.3760087,5.5223752",New_property,02 04 2021
661,195056,https://www.biddit.be/fr/catalog/detail/195056,Landelijk gelegen woning,3670 Oudsbergen,Maison,"Informations descriptives
Année de construction
1960
Surface terrain
2062 m²
Nombre de façades
4
Nombre de salles de bain
1
Informations énergétiques
Citerne à mazout, gaz ou autre
Capacité
500
Informations financières
Libre à partir du
À l'acte
Revenu cadastral
€ 426
Immeuble de rapport
Informations urbanistiques
La destination urbanistique la plus récente de ce bien avec les dénominations utilisées dans le registre des plans.
Agrarisch gebied
Type de zone inondable
Pas d’application",NA,€ 100.000,NA,se termine le 04/05/2021 à 15:00 heure(s),"Commence le
26/04/2021 à 15:00
se termine le 04/05/2021 à 15:00 heure(s)",3670,36,0,100000,"<b>€ 100.000 euros</b><br/>
 <a href='https://www.biddit.be/fr/catalog/detail/195056'>Maison</a><br/>
Landelijk gelegen woning",Not started,5.5813814347439,51.08477665,"51.08477665,5.58138143474",New_property,02 04 2021
662,195198,https://www.biddit.be/fr/catalog/detail/195198,Op te frissen woning,1830 Machelen,Maison,"Informations descriptives
Année de construction
1982
Surface terrain
329 m²
État du bâtiment
À rafraichir
Nombre de façades
3
Nombre de salles de bain
1
Nombre de toilettes
1
Living
Informations supplémentaires
Grenier
Informations sur le jardin et terrain
Jardin
Informations énergétiques
Code unique du certificat PEB
20191212-0002227790-RES-1
PEB
Informations financières
Libre à partir du
À l'acte
Revenu cadastral
€ 882
Immeuble de rapport
Informations urbanistiques
La destination urbanistique la plus récente de ce bien avec les dénominations utilisées dans le registre des plans.
Woongebied
Type de zone inondable
Pas d’application
Permis d'urbanisme
Permis d'urbanisation ou permis de lotir
Droit de préemption RUP",NA,€ 137.000,NA,se termine le 04/05/2021 à 15:00 heure(s),"Commence le
26/04/2021 à 15:00
se termine le 04/05/2021 à 15:00 heure(s)",1830,18,0,137000,"<b>€ 137.000 euros</b><br/>
 <a href='https://www.biddit.be/fr/catalog/detail/195198'>Maison</a><br/>
Op te frissen woning",Not started,4.4353614,50.9124219,"50.9124219,4.4353614",New_property,02 04 2021
663,195251,https://www.biddit.be/fr/catalog/detail/195251,Ruime gezinswoning,9140 Steendorp,Maison,"Informations descriptives
Année de construction
1954
Surface terrain
363 m²
Nombre de façades
2
Nombre de salles de bain
1
Nombre de toilettes
1
Living
Cuisine équipée
Informations supplémentaires
Grenier
Parking(s) à l'intérieur
1
Informations énergétiques
Code unique du certificat PEB
20210206-0002369966-RES-1
Informations financières
Libre à partir du
À l'acte
Revenu cadastral
€ 428
Immeuble de rapport
Informations urbanistiques
La destination urbanistique la plus récente de ce bien avec les dénominations utilisées dans le registre des plans.
Wg/Ag
Type de zone inondable
Pas d’application",NA,€ 150.000,NA,se termine le 04/05/2021 à 15:00 heure(s),"Commence le
26/04/2021 à 15:00
se termine le 04/05/2021 à 15:00 heure(s)",9140,91,0,150000,"<b>€ 150.000 euros</b><br/>
 <a href='https://www.biddit.be/fr/catalog/detail/195251'>Maison</a><br/>
Ruime gezinswoning",Not started,4.1457568844955,51.12017065,"51.12017065,4.1457568845",New_property,02 04 2021
664,195230,https://www.biddit.be/fr/catalog/detail/195230,Centraal gelegen gesloten bebouwing,9120 Beveren,Maison,"Informations descriptives
Surface terrain
640 m²
État du bâtiment
À rénover
Nombre de façades
2
Living
Informations sur le jardin et terrain
Jardin
Informations énergétiques
Code unique du certificat PEB
20210208-0002370793-RES-1
PEB
Panneaux solaires
Citerne à mazout, gaz ou autre
Informations financières
Libre à partir du
À l'acte
Revenu cadastral
€ 317
Immeuble de rapport
Informations urbanistiques
La destination urbanistique la plus récente de ce bien avec les dénominations utilisées dans le registre des plans.
Woongebied
Type de zone inondable
Pas d’application
(procédure en cours) relative aux mesures de réparation aménagement du territoire
Permis d'urbanisme
Permis d'urbanisation ou permis de lotir
Droit de préemption RUP",NA,€ 85.000,NA,se termine le 04/05/2021 à 15:00 heure(s),"Commence le
26/04/2021 à 15:00
se termine le 04/05/2021 à 15:00 heure(s)",9120,91,0,85000,"<b>€ 85.000 euros</b><br/>
 <a href='https://www.biddit.be/fr/catalog/detail/195230'>Maison</a><br/>
Centraal gelegen gesloten bebouwing",Not started,4.2588008641609,51.2652143,"51.2652143,4.25880086416",New_property,02 04 2021
665,194085,https://www.biddit.be/fr/catalog/detail/194085,Terrain non constructible avec 2 maisonnettes de campagne,7750 Orroir,Maison,"Informations descriptives
Année de construction
1957
Surface terrain
995 m²
Informations sur le jardin et terrain
Largeur terrain
20 m
Profondeur du terrain
50 m
Terrain front de rue
Terrain boisé
Informations énergétiques
Autres remarques
Pas de système de chauffage
Informations financières
Libre à partir du
Immédiatemment
Revenu cadastral
€ 269
Immeuble de rapport
Informations urbanistiques
Destination urbanistique la plus récente
zone agricole
Infraction urbanistique ?
Permis d'urbanisme
Permis d'urbanisme de constructions groupées
Permis d'urbanisation ou permis de lotir
Données relatives à la protection du patrimoine
Inscription à la liste de sauvegarde ou de classement du patrimoine immobilier ?
Non
Procédure de classement au patrimoine",NA,€ 90.000,NA,se termine le 04/05/2021 à 15:00 heure(s),"Commence le
26/04/2021 à 15:00
se termine le 04/05/2021 à 15:00 heure(s)",7750,77,0,90000,"<b>€ 90.000 euros</b><br/>
 <a href='https://www.biddit.be/fr/catalog/detail/194085'>Maison</a><br/>
Terrain non constructible avec 2 maisonnettes de campagne",Not started,3.481663,50.747596,"50.747596,3.481663",New_property,02 04 2021
667,195372,https://www.biddit.be/fr/catalog/detail/195372,Belle maison 4 façades située dans une rue calme,5300 Andenne,Maison,"Informations descriptives
Surface terrain
770 m²
Nombre de façades
4
Nombre de salles de bain
1
Living
Salle à manger
Cave
Informations supplémentaires
Parking(s) à l'intérieur
1
Informations énergétiques
Code unique du certificat PEB
20120814008925
Consommation spécifique d'énergie primaire en KWh/m²/an
410
Consommation théorique totale d'énergie primaire en KWH/an (valeur)
47197
PEB
Informations financières
Libre à partir du
À l'acte
Revenu cadastral
€ 743",NA,€ 160.000,NA,se termine le 04/05/2021 à 15:00 heure(s),"Commence le
26/04/2021 à 15:00
se termine le 04/05/2021 à 15:00 heure(s)",5300,53,1,160000,"<b>€ 160.000 euros</b><br/>
 <a href='https://www.biddit.be/fr/catalog/detail/195372'>Maison</a><br/>
Belle maison 4 façades située dans une rue calme",Not started,5.1043923,50.4900943,"50.4900943,5.1043923",New_property,02 04 2021
668,195375,https://www.biddit.be/fr/catalog/detail/195375,Maison d'habitation en plein centre,7800 Ath,Maison,"Informations descriptives
Type de chauffage
Gaz
Chauffage central
Nombre de façades
1
Nombre de salles de bain
1
Nombre de toilettes
1
Salle à manger
Cave
Cuisine équipée
Informations énergétiques
Code unique du certificat PEB
20200828017259
Consommation spécifique d'énergie primaire en KWh/m²/an
397
Consommation théorique totale d'énergie primaire en KWH/an (valeur)
23460
PEB
Double vitrage
Informations financières
Libre à partir du
À l'acte
Revenu cadastral
€ 237
Immeuble de rapport",NA,€ 49.000,NA,se termine le 04/05/2021 à 15:00 heure(s),"Commence le
26/04/2021 à 15:00
se termine le 04/05/2021 à 15:00 heure(s)",7800,78,0,49000,"<b>€ 49.000 euros</b><br/>
 <a href='https://www.biddit.be/fr/catalog/detail/195375'>Maison</a><br/>
Maison d'habitation en plein centre",Not started,3.7926793502157,50.639504499385,"50.6395044994,3.79267935022",New_property,02 04 2021
669,195386,https://www.biddit.be/fr/catalog/detail/195386,Te renoveren herenhuis,2018 Antwerpen,Manoir,"Informations descriptives
Surface terrain
102 m²
Surface habitable
201 m²
État du bâtiment
À rénover
Type de chauffage
Gaz
Chauffage central
Nombre de façades
2
Nombre de salles de bain
2
Living
Salle à manger
Cave
Informations supplémentaires
Grenier
Informations sur le jardin et terrain
Jardin
Informations énergétiques
Code unique du certificat PEB
20210113-0002354230-RES-1
Informations financières
Libre à partir du
À l'acte
Revenu cadastral
€ 708
Immeuble de rapport
Informations urbanistiques
La destination urbanistique la plus récente de ce bien avec les dénominations utilisées dans le registre des plans.
Woongebied met een culturele, historische en/of esthetische waarde
Type de zone inondable
Pas d’application
Droit de préemption RUP",NA,€ 299.000,NA,se termine le 04/05/2021 à 15:00 heure(s),"Commence le
26/04/2021 à 15:00
se termine le 04/05/2021 à 15:00 heure(s)",2018,20,0,299000,"<b>€ 299.000 euros</b><br/>
 <a href='https://www.biddit.be/fr/catalog/detail/195386'>Manoir</a><br/>
Te renoveren herenhuis",Not started,4.3997081,51.2211097,"51.2211097,4.3997081",New_property,02 04 2021
670,195421,https://www.biddit.be/fr/catalog/detail/195421,Halfopen bebouwing,2270 Herenthout,Maison,"Informations descriptives
Année de construction
1968
Surface terrain
276 m²
Nombre de façades
3
Nombre de salles de bain
1
Informations supplémentaires
Parking(s) à l'intérieur
1
Informations financières
Libre à partir du
À l'acte
Revenu cadastral
€ 508
Immeuble de rapport
Informations urbanistiques
La destination urbanistique la plus récente de ce bien avec les dénominations utilisées dans le registre des plans.
Woongebied
Type de zone inondable
Pas d’application
Permis d'urbanisme",NA,€ 120.000,NA,se termine le 04/05/2021 à 15:00 heure(s),"Commence le
26/04/2021 à 15:00
se termine le 04/05/2021 à 15:00 heure(s)",2270,22,0,120000,"<b>€ 120.000 euros</b><br/>
 <a href='https://www.biddit.be/fr/catalog/detail/195421'>Maison</a><br/>
Halfopen bebouwing",Not started,4.7543972,51.1392427,"51.1392427,4.7543972",New_property,02 04 2021
671,195731,https://www.biddit.be/fr/catalog/detail/195731,Maison 4 façades avec garage,5310 Eghezée,Maison,"Informations descriptives
Nombre de façades
4
Informations énergétiques
Code unique du certificat PEB
20210305014569
Consommation spécifique d'énergie primaire en KWh/m²/an
592
Consommation théorique totale d'énergie primaire en KWH/an (valeur)
75767
PEB
Informations financières
Libre à partir du
À l'acte
Revenu cadastral
€ 488
Informations urbanistiques
Destination urbanistique la plus récente
zone d'habitat
Infraction urbanistique ?
Permis d'urbanisme
Permis d'urbanisme de constructions groupées
Permis d'urbanisation ou permis de lotir",NA,€ 60.000,NA,se termine le 04/05/2021 à 15:00 heure(s),"Commence le
26/04/2021 à 15:00
se termine le 04/05/2021 à 15:00 heure(s)",5310,53,1,60000,"<b>€ 60.000 euros</b><br/>
 <a href='https://www.biddit.be/fr/catalog/detail/195731'>Maison</a><br/>
Maison 4 façades avec garage",Not started,4.9299565,50.6003478,"50.6003478,4.9299565",New_property,02 04 2021
